Cycle,CC_Duration_seconds,CV_Duration_seconds,Voltage_Slope_at_38V,Avg_Temperature_during_CCCV_Celsius,Avg_Current_during_CCCV,Avg_Voltage_during_CC,Energy_during_CCCV_VAs,SoH_at_Cycle_End
24,1974.571013221168,2960.9604697139002,0.00010029607902998713,26.041766369635788,-0.8991853311451043,4.182241174454305,18507.947681741145,0.9303948562884542
25,1962.0017928185407,2969.713031013147,0.00010112675769493804,26.038668583278724,-0.897440398774825,4.182535828584969,18459.672026621378,0.9283425535537267
26,1962.5074297955725,2978.50751847669,0.00010289182207172745,26.036902154713445,-0.8972911518887607,4.182606884461072,18491.912310813863,0.9263071742000282
27,2012.0902703973697,2986.90921010694,0.00010720894013818705,26.03990608284229,-0.9029666772935434,4.1817944543334145,18821.99152295879,0.9242878730746363
28,1968.3021489337552,2995.8373130953405,0.00010630270283109103,26.03385984867811,-0.8974262622668646,4.182643795088423,18581.54838310798,0.9222857942537952
29,1932.5274947519647,3004.7966975928284,0.00010564866028700201,26.02851939056413,-0.8928412460192455,4.183320961526861,18391.11134211746,0.9202988247918381
30,1983.7948945952812,3016.7914106630487,0.00010992634997634282,26.03228017612651,-0.8992273686299621,4.182421793186804,18754.137062123184,0.9183274183437673
31,1962.5090971630998,3048.813766535837,0.00011162322697755994,26.02615296508095,-0.897064564503382,4.182766852199054,18751.475380319134,0.9132841245797648
32,1921.4357669391902,3045.892984535778,0.0001108667754981564,26.019875028569246,-0.8906098571428219,4.183725857358796,18459.339663905837,0.9113655196890927
33,1949.3172412615968,3055.04700172483,0.00011256002801322135,26.02107300606318,-0.8938071302910005,4.183256472797457,18660.64699715847,0.9094610394037065
34,1924.761515207705,3065.3878319226205,0.00011232124534952398,26.016888064190436,-0.8904602106244507,4.18372115936788,18540.97287358254,0.9075700098730776
35,1939.682742855046,3073.8545597060584,0.00011312686677768594,26.016957571364202,-0.8921139014202019,4.183463202512554,18660.752779592396,0.905692955088214
36,1851.2039076122455,3092.173285182682,0.00011144612703108472,26.007100013005843,-0.8820268531000599,4.184906090375998,18200.881669121485,0.9038295374465601
37,1866.3226829986088,3092.2146086363355,0.0001123585471473447,26.006451614986034,-0.8827608154086948,4.184796711267052,18271.171064545233,0.9019772357885664
38,1904.4858441264369,3102.470626655733,0.00011320696988772333,26.008797379558096,-0.8872424884988244,4.184123284302904,18538.773942965156,0.900138672672861
39,1889.0144339038525,3115.5008112612413,0.00011276821111870852,26.006151623658827,-0.8856718972359449,4.184320814694094,18498.205667269867,0.898311730301465
40,1838.655790717341,3134.516338591464,0.00011263273962734688,26.000427782870293,-0.8804039753503986,4.185056194748122,18277.804979853478,0.8964982896594338
41,1876.373974579852,3145.764206742868,0.0001118120907490465,25.999242608411826,-0.8832099400224269,4.184563641815715,18513.244634296792,0.8918599469525186
42,1851.4801048513036,3158.518866721657,0.00011153779599928221,25.995645536299453,-0.8803962721875996,4.184928235224541,18412.030267556212,0.8900880545189049
43,1778.4258787634317,3164.273428691551,0.00011126942363848258,25.986495446557864,-0.8707724016718843,4.186261731226937,17974.801618791666,0.8883270496459218
44,1860.5680550707038,3173.7267464965116,0.0001102406174460259,25.99358907483113,-0.8808123743365411,4.184747263287842,18508.750300860258,0.8865778841575305
45,1792.4765315935947,3192.105334765045,0.00011049917573267495,25.98604239863928,-0.8731947066684411,4.185796572917965,18174.346885161533,0.8848396383189883
46,1804.5306539998855,3203.9065325134434,0.0001096381080427887,25.986231333622694,-0.8748665738130553,4.1854909117119,18294.198196409026,0.88311170082038
47,1794.0376664903015,3202.0286975794006,0.00010932654723850785,25.982786676069605,-0.8721931381436503,4.1858315004747135,18195.466016036506,0.8813945656377726
48,1775.3087733390275,3214.189177752938,0.0001088559195614354,25.97889913412854,-0.8695525434803165,4.186124412906678,18118.40034300126,0.8796874343712775
49,1744.633722504368,3224.176828988595,0.00010861281666222147,25.97421108906746,-0.865725725375198,4.186619171054864,17967.10369348589,0.8779907068601236
50,1774.4542799717747,3231.3530219073873,0.0001073080259037934,25.97674000853712,-0.8694258993330344,4.186014135525618,18174.133950598036,0.8763038637299498
51,1687.9924532191362,3262.1145689575933,0.0001065896715240662,25.964377644089986,-0.8586811699223174,4.187318561279363,17758.20577568875,0.8719999702142269
52,1754.5420278834645,3268.1721713310108,0.00010476156651031965,25.96993083218818,-0.8666101730290696,4.186128894550095,18176.982031825595,0.8703478653266413
53,1722.5191112002358,3278.4726507514715,0.0001044585673939738,25.965283920648154,-0.8624528847121985,4.186634150704518,18014.83928704491,0.8687057132771602
54,1693.2714827409945,3296.3307420178317,0.00010400445345725914,25.961922093990307,-0.8596741210213179,4.186931040964344,17917.800648005956,0.8670717644313864
55,1695.085630177753,3315.2632619417273,0.00010297303556576487,25.96184324461259,-0.8609803061751299,4.186660428133294,18017.755373675718,0.8654475716232293
56,1747.857679151697,3315.9545868996065,0.0001009915527588022,25.965440426929575,-0.8665050223879405,4.18576404692021,18320.706505308517,0.8638317421587198
57,1678.740861223545,3321.6021246211603,0.00010181189474888289,25.95613335072741,-0.8568515153948459,4.1870424491944815,17897.927855216938,0.8622249932257882
58,1660.1374662646558,3342.173776031239,0.00010118106868893528,25.954317977805236,-0.8559072943351473,4.187090345936028,17885.49449793869,0.8606268645469365
59,1632.3959649736062,3349.478852090193,0.0001008522291580001,25.950003138302563,-0.8520784674240047,4.187530177272458,17735.598044162864,0.8590373844181043
60,1684.3941548878793,3349.6272313476074,9.919398638763566e-05,25.95347541256297,-0.8572956479400768,4.186691165939124,18025.21199650675,0.8574561695117775
61,1638.7351959680673,3376.0403676822316,9.772682072537939e-05,25.9457726485735,-0.8513813764106212,4.187249644208303,17835.93313245987,0.8534358339181876
62,1692.7432395631913,3402.7434376147576,9.526834308774129e-05,25.952441461428595,-0.8603477734564183,4.185844536232428,18304.147127469536,0.8518844883777751
63,1630.7480631351937,3398.293434465537,9.61340054169181e-05,25.94260800512936,-0.8504194948593647,4.18718089656929,17865.83700139625,0.8503398205088052
64,1613.3278781475965,3407.4631040138192,9.550764958624752e-05,25.93996473604384,-0.8480166182049138,4.1873762760993,17787.327976823366,0.8488035479325271
65,1631.0737329951953,3416.833392333472,9.434193115240991e-05,25.94085686933496,-0.8504854878431147,4.186949594550327,17932.505515115176,0.8472751119657164
66,1611.1372792434413,3431.439333803719,9.37837875196676e-05,25.938256295543724,-0.848466273530384,4.187116028459499,17872.063368667135,0.8457541595390664
67,1587.3121593066026,3438.316356014926,9.343325532341559e-05,25.933863998929333,-0.8448423476224213,4.18750541975278,17738.43825311607,0.8442408051887623
68,1555.8813684957568,3453.431259535486,9.293141779662985e-05,25.93043464831227,-0.8415240050853008,4.187823519532703,17613.424970899225,0.8427346355158909
69,1668.1599312042817,3458.4350629840046,9.017305988434123e-05,25.941505494569576,-0.8554988809238584,4.185765586869757,18310.883271359256,0.8412362300578428
70,1555.3453760365956,3474.921845649369,9.127279383511037e-05,25.92864348981589,-0.841632768601068,4.1875792742797735,17687.559105891185,0.8397452726588782
71,1521.2384720433038,3493.26075747679,8.969890395941517e-05,25.92162879583723,-0.8362301927745285,4.188000752081991,17521.5024317916,0.83597074931051
72,1583.0976500378456,3502.546238098759,8.821553527403429e-05,25.927477097837908,-0.8441707643917148,4.186831174618923,17930.77999711397,0.8345045321612246
73,1622.2416508484166,3524.5311920240056,8.669252602401187e-05,25.93240561297329,-0.8507364632313071,4.185788186615816,18280.181303920403,0.8330452212716504
74,1519.406794906361,3528.1256160815246,8.761996526684968e-05,25.919400269876476,-0.8366986830838476,4.1876116886224395,17643.912023812256,0.8315926594264077
75,1583.3225647071376,3529.1552209893707,8.619607049923511e-05,25.924762586292893,-0.8438798272022132,4.186531574782428,18016.84531844891,0.8301468153536231
76,1533.3367922380567,3554.971429997124,8.595688291907974e-05,25.9200009299065,-0.839404894253659,4.187022899395385,17839.786234343595,0.8287075443559462
77,1575.4180919714272,3566.786977827549,8.49311543063315e-05,25.924123271582978,-0.8451101541771155,4.186129718621304,18145.079074424655,0.8272746966996676
78,1559.0171598289162,3560.5119361346588,8.463301688263827e-05,25.919923773990664,-0.8412561942072184,4.186561688641177,17985.512627291264,0.8258486468301655
79,1613.9411328996066,3562.220640797168,8.355333853188318e-05,25.924237586303544,-0.8472182396366436,4.18561844597341,18306.760521842472,0.8244288137413727
80,1572.5461095969658,3585.3853647280484,8.3315853287802e-05,25.920404830081157,-0.8434905829862519,4.186010006309518,18164.560687209865,0.823015108893353
81,1491.7230646426324,3601.271018883912,8.261876519614214e-05,25.908139640754445,-0.8318542792635021,4.187304048617468,17696.85086719611,0.8194562395390049
82,1544.9716158974916,3596.709920204943,8.200127549929347e-05,25.912197195597084,-0.8371378409144351,4.186499947044334,17973.92449564227,0.8180646590814573
83,1584.4416142383125,3612.8230385791976,8.122645341666034e-05,25.916815984159303,-0.8433125137873706,4.18556901114131,18295.75443812957,0.8166792071981752
84,1580.7553810218815,3606.358840791043,8.100928696671075e-05,25.914063851612603,-0.8409268469521362,4.185798603275816,18209.834750408416,0.8152999425742365
85,1579.3423249106854,3628.9641469197813,8.0644563086563e-05,25.915011915902987,-0.8426019548707133,4.185468342385423,18318.294712265935,0.813926881666684
86,1600.9755947035737,3624.6099414257333,8.032332548924166e-05,25.915338301260192,-0.843809866216865,4.1852116893625535,18403.56628175719,0.8125595048817711
87,1476.885625075549,3633.536623400869,8.015682936204568e-05,25.900929877653912,-0.8281187267826003,4.187196826659748,17676.408303231314,0.8111979064376632
88,1624.2120184954256,3624.718810683582,8.001712333698292e-05,25.914847185068698,-0.8445592176841505,4.184911649819717,18499.941682398374,0.80984278956828
89,1624.0359954545274,3628.5417493341956,7.981620582284826e-05,25.91380077940374,-0.8440169557218841,4.184900122307999,18500.74172469516,0.8084931490592133
90,1473.5955209140666,3635.411004340276,7.89718580611453e-05,25.896056970859203,-0.8245801211920387,4.187360720209621,17596.836678628268,0.8071490787913501
91,1666.181267964188,3644.6540136826225,7.899739177682358e-05,25.915500408891685,-0.8479158904696134,4.1840570670687995,18786.189397239075,0.803784000059122
92,1643.1005624472164,3640.056853643153,7.883536896344419e-05,25.91178417147837,-0.8439837507508748,4.184565313356037,18605.060030912726,0.8024593523761316
93,1550.0205092579126,3656.1047956733964,7.845881362262934e-05,25.901536964816945,-0.8333765345544654,4.185921885825572,18112.44455366203,0.8011409059602078
94,1540.110721739009,3644.659403501544,7.80894536736472e-05,25.897611735971275,-0.8294968567672656,4.1863337639277765,17956.86775341338,0.7998278399730866
95,1594.9689267771319,3652.850412568543,7.835003782150421e-05,25.903732208496187,-0.8366608364498889,4.185334468014678,18325.265562016855,0.7985198761579314
96,1651.0370662515052,3655.107798856683,7.85637602552132e-05,25.90917379024716,-0.8431661606226124,4.184391951993795,18666.411687533022,0.797217546585018
97,1505.5359909478575,3648.8136818627827,7.728108598935995e-05,25.890934566090245,-0.8232016203585258,4.186925676179801,17719.80535566175,0.7959212875595534
98,1651.5348479752429,3654.3831329988316,7.861273741680691e-05,25.90729944440062,-0.8418832994919908,4.184477542212935,18637.70636213467,0.7946293866137597
99,1620.2623931709677,3648.122090222314,7.774975960886388e-05,25.90210591319312,-0.8364117569744101,4.18514992095041,18390.108744058078,0.7933437254953527
100,1475.2986485469155,3660.094493458513,7.624584042748364e-05,25.88563355525012,-0.8183457913677252,4.187326126305971,17552.986945994613,0.7920621263629666
101,1606.1617320850492,3655.77217520494,7.798840838451129e-05,25.898437866445324,-0.8333950220284198,4.1853993913034575,18302.890846276623,0.7888758263640921
102,1666.0193059821613,3644.850760899484,7.82699487401773e-05,25.9035139325089,-0.8392481614398445,4.18461213318968,18597.394903106433,0.7876138555347676
103,1660.5450751972385,3643.83107643947,7.776424631491217e-05,25.902099096503758,-0.8378914526370196,4.184755152550065,18545.56743604462,0.7863567184212092
104,1726.136805121787,3642.5563728883862,7.835552582392824e-05,25.90864049296374,-0.8453346345475088,4.183725349462681,18929.97719167861,0.7851045999351826
105,1598.5565442591906,3641.1747282757424,7.650168927739783e-05,25.893493940971137,-0.8287272852510637,4.185862076935084,18126.576369900602,0.7838577163103961
106,1685.1288854377344,3642.4498225394636,7.801879389431575e-05,25.902308805786305,-0.838635636028184,4.184548236483963,18641.6881752065,0.7826157246608881
107,1680.1862517828122,3643.6354062608443,7.788873581548658e-05,25.90155286746047,-0.8380602881189951,4.184629728322965,18616.32787519737,0.7801479515964531
108,1786.2007363359444,3634.5701407184824,7.82042489107064e-05,25.91170030374877,-0.8494008558018619,4.183074136817632,19200.884333406546,0.778921083596198
109,1725.4118552277796,3633.8146441658027,7.798867924236653e-05,25.904575727107964,-0.8413662745393109,4.18417011898508,18810.850346943833,0.7776996651698288
110,1723.284229326062,3635.389266238082,7.780879508665489e-05,25.903624566612606,-0.8404403845816448,4.1842791686088185,18788.947372773226,0.7746801602819336
111,1719.9129279684275,3629.6139827794395,7.772332862168718e-05,25.902330607156106,-0.8390220161036712,4.184468039712565,18726.524626895934,0.7734762656397165
112,1768.964186441619,3622.114123098552,7.797871708513197e-05,25.906976927716265,-0.8440872441380195,4.183810412803358,18981.350821010128,0.7722773858168359
113,1683.8783977460116,3618.1570309759118,7.730810213124086e-05,25.896880594631444,-0.8331873544669995,4.185253401966499,18436.592785177803,0.7710838738056129
114,1741.9133662739769,3621.6673865942284,7.80328982260027e-05,25.903772906230934,-0.8407008399396722,4.184316980685889,18812.3250340763,0.7698950626084236
115,1806.9555945931934,3612.18239055248,7.822044066828349e-05,25.910011332163396,-0.8473914752332732,4.183449095142026,19152.41413743952,0.7687112476399439
116,1764.3597326120362,3609.11505865911,7.778238918696237e-05,25.90485828002016,-0.8417106976696751,4.184211970124575,18868.972234170087,0.7675324105700386
117,1687.4838093579747,3605.6765651493333,7.71036693135909e-05,25.89586096034488,-0.831725848427517,4.185501081007189,18375.207218841115,0.76635864135948
118,1725.1949416762218,3601.7811464741826,7.75561641665444e-05,25.90001223805716,-0.8361391343925297,4.1850028441015406,18587.35709986624,0.7651899934360255
119,1793.2690463117324,3598.6646408778615,7.792987558320752e-05,25.90734916042557,-0.8440314402981448,4.1840147050642855,18984.75105976571,0.7640262531580448
120,1848.6709570349194,3588.240722257644,7.824038160340885e-05,25.91323482014554,-0.8500514792854018,4.183341776002432,19275.096287139244,0.7611677479663473
121,1801.0201730746776,3584.052535133902,7.796401031993742e-05,25.907982532292998,-0.8440645626516213,4.184196875412562,18962.81450688493,0.7600215659215466
122,1880.6719130864367,3580.0307791735977,7.817065126486389e-05,25.9166983229802,-0.8533732350491272,4.182995709019911,19432.790526666362,0.7588804952014956
123,1813.8108598850667,3582.4444504398853,7.809018258325695e-05,25.909869510463352,-0.8456877436099803,4.1840901422960375,19038.11682361246,0.7577444093615008
124,1802.0212009814568,3571.1412557070144,7.787148523263551e-05,25.90811747354504,-0.8435262196893161,4.184436622294683,18910.657507263128,0.7566135858835551
125,1785.1227929578163,3567.89967113873,7.775108331294946e-05,25.90619604451211,-0.8411660990446671,4.184793198716041,18789.576778414645,0.7554877315209971
126,1794.3567467704415,3563.531616299413,7.730653369698425e-05,25.907361101479175,-0.8421519049787721,4.184724412950385,18828.287409677763,0.7543669130868198
127,1896.71176228486,3559.082876012195,7.81648466770795e-05,25.918835376944184,-0.8543776274029867,4.183198011818472,19439.994994847682,0.7532512871176378
128,1839.7134350170381,3565.550626471173,7.800646879286069e-05,25.914001005685417,-0.8487217894332788,4.184034619214115,19138.328975342924,0.7521407646787095
129,1826.4046547575854,3553.999186889734,7.803144030449523e-05,25.91188425292594,-0.8462543967044186,4.184450537924007,18997.90613133159,0.7510353563797008
130,1958.9362530675717,3539.040486879647,7.813769207196813e-05,25.926673393624522,-0.8614915976901628,4.182596669138586,19749.61055378352,0.7483369611735741
131,1903.680564804934,3534.362853632774,7.833406700209766e-05,25.921202847155875,-0.8550659959541368,4.183597824314101,19395.72763353363,0.7472496388809416
132,1847.7587384921499,3530.905478345696,7.791525993346322e-05,25.915244282312365,-0.848348264494279,4.184562788348561,19039.970538461825,0.7461675430065354
133,1952.164871707093,3536.5057814056054,7.800871302973342e-05,25.92804038141676,-0.8620817209280746,4.182821349372161,19731.635164078172,0.7450904774178352
134,1854.9588812496513,3523.643898624927,7.806612541261075e-05,25.9174940314592,-0.8500486488579592,4.184547613551949,19078.042535201625,0.7440192001005497
135,1868.2150825504214,3524.956771085039,7.815340583305734e-05,25.920073101252793,-0.8525145974610626,4.1843415522282905,19183.909424038524,0.7429531193943928
136,1895.0216448586434,3509.6617378490046,7.821775812429099e-05,25.922496194280207,-0.8547632077668467,4.184160088512311,19274.4283621013,0.7418925020273706
137,1905.4943915647455,3510.3020710577257,7.826603758162923e-05,25.924711768360165,-0.8567976000117663,4.184000837068869,19359.041612563025,0.7408373658228722
138,1917.3999046622775,3499.949784317985,7.824303069134918e-05,25.92606609149553,-0.8578503856579339,4.183975784591718,19388.34401619224,0.7397874382822333
139,1814.3328261072747,3500.2423878856935,7.750926037457771e-05,25.915934063552516,-0.8464559159506332,4.185546286449454,18778.702227046757,0.738743289518022
140,1946.6261774031445,3481.2787434081547,7.823602385319955e-05,25.931875879365258,-0.8626408828991253,4.183806569266488,19533.95270781602,0.7362085806286341
141,2010.6013658232987,3478.3753589233384,7.82949908480074e-05,25.939748707210455,-0.8707254772455333,4.182827313197608,19932.05517138795,0.7351843002309532
142,1965.3044731491245,3471.787018300034,7.85161661280287e-05,25.935329580738223,-0.8655703468380134,4.1836872350873024,19632.936712820116,0.7341649990053716
143,2039.8218447244726,3467.032283982262,7.826742659274022e-05,25.944222905185537,-0.8747368461119284,4.182547967265437,20087.443794904226,0.7331517066640713
144,1881.7106329235248,3461.395508402027,7.822130464749978e-05,25.92780591980502,-0.8565965711613082,4.185141275867217,19103.835269794457,0.732144155845078
145,2004.9380379174836,3456.599074019119,7.83760298639323e-05,25.942030323934798,-0.8715871677020399,4.183280318780093,19855.891044084674,0.7311422778430102
146,2001.4725581915118,3451.688997776713,7.841742439193208e-05,25.942498351277067,-0.8717445429834043,4.183417275120121,19830.165662660947,0.7301463516460207
147,1998.0533129125834,3445.711392781697,7.845751381989514e-05,25.943198991553835,-0.8720607565473535,4.1835486332040865,19804.29692951081,0.7291564059540719
148,1907.76511880802,3443.221301399637,7.814165450640426e-05,25.934369246891084,-0.8620416769904792,4.185015129246615,19253.372130497275,0.7281723414885807
149,1902.3933283248916,3441.8425672887824,7.816392416473694e-05,25.934990190249927,-0.8628690455345077,4.1851009300127835,19248.341833754177,0.727194019990349
150,1997.8784986343235,3423.548831962049,7.85613245530576e-05,25.947667386493492,-0.874857453493715,4.183894277428544,19789.525649944593,0.724832946041068
151,1994.4574058870785,3418.7416326445527,7.860066295861147e-05,25.94834185646575,-0.8751817811450332,4.184021757657076,19767.899231053507,0.7238759751636582
152,2012.6765675386414,3414.229895617347,7.862892625102105e-05,25.951328169046782,-0.8779933996256967,4.183805068858096,19880.277266428806,0.722925260982373
153,2051.8503038696945,3412.011899467092,7.855873647160012e-05,25.95688417349769,-0.8835435405384341,4.183197358897525,20138.041682377254,0.7219807850634016
154,1995.1769329612143,3405.609752654098,7.880553739903623e-05,25.951718330987482,-0.8776564979935025,4.184209863423,19780.230482326024,0.7210425599774715
155,1983.221634988673,3400.5303549817763,7.884991951805434e-05,25.95142285967983,-0.8769893660514446,4.18448015426098,19704.939127009806,0.7201106339845923
156,2095.7902600257657,3405.039152495563,7.852499935358248e-05,25.965475777711386,-0.8915761467656015,4.182575291751853,20454.739303394726,0.7191850545645266
157,2091.662006929051,3392.8845502240583,7.86418405814629e-05,25.965185973860226,-0.8911531490959841,4.182857512607679,20386.76977492334,0.7182657076960358
158,2076.3071941207163,3390.9881692323834,7.874993966722893e-05,25.965092325413767,-0.8904785244449848,4.1831301688452545,20309.389728547678,0.7173529480292227
159,2012.99714211002,3383.8089656471275,7.894541031377468e-05,25.959325619647547,-0.8838549946648252,4.18427355929693,19906.6661141715,0.7164466272119268
160,1980.4298041174188,3374.6090706507675,7.907204191697978e-05,25.958531229241714,-0.8823201420446242,4.184931269392044,19723.365917389252,0.7142659865393846
161,1997.0339167471975,3372.8088975162245,7.914258283366407e-05,25.96095206555332,-0.8852528626899996,4.184740700129673,19842.498576153437,0.7133811127963648
162,2122.9867304875515,3376.9991749576293,7.879057122536955e-05,25.97683139850567,-0.9011246697844825,4.182599441589508,20672.37228902023,0.7125037775640162
163,2120.60788534116,3364.724483772181,7.891458869994233e-05,25.976823325436015,-0.9008291666029177,4.1828503640667165,20612.551844100162,0.7116325858990743
164,2106.0908467709087,3364.591470795218,7.897132931829545e-05,25.976754755749695,-0.9004564740558416,4.183106868388691,20551.04206890052,0.7107677718356972
165,2128.911714284215,3359.3498049350455,7.894627810367365e-05,25.979991205953453,-0.9036070541171156,4.182824373949427,20687.377167862585,0.709909643160525
166,2115.95022203587,3357.370797809679,7.906965491125129e-05,25.979671048452357,-0.9030458474751103,4.183098462923345,20620.409932028946,0.7090580583970837
167,2098.6963366810232,3359.219162971247,7.918673227404541e-05,25.97944429012704,-0.9025492630086716,4.183370233372039,20553.212177902482,0.7082134200913388
168,2139.613870981615,3352.419846723322,7.90947164917618e-05,25.984322358983615,-0.90767503405666,4.182806646493413,20795.284229616347,0.7073747475883653
169,2126.6225957041606,3350.6386917824857,7.922239532056133e-05,25.9842002330989,-0.9071127766166498,4.183075963212492,20728.627460650656,0.7065427348601886
170,2093.5696034487337,3347.77568432549,7.951053387349714e-05,25.983167902882464,-0.9057752775482003,4.183745579576156,20567.602489762838,0.7045441976699094
171,2079.124078393914,3349.3650905666873,7.961319642459629e-05,25.982968578756097,-0.9052866233035914,4.183996864453068,20509.91297153665,0.7037341072438106
172,2060.3293091068044,3360.7345831915736,7.958616173112977e-05,25.983336960527918,-0.9056054415720771,4.184124967157079,20490.159480895618,0.7029308330941866
173,2112.9070835472085,3347.052802938968,7.961393437272077e-05,25.98846931499054,-0.9106967841923237,4.183548999680064,20749.212521097463,0.7021335695830209
174,2010.2927647577599,3345.7215873445384,7.990249110710612e-05,25.978449359069813,-0.9001841004101404,4.18527092655346,20131.54194443098,0.701342916763237
175,2045.1630474017002,3351.349776408635,7.996727069915083e-05,25.98368956709042,-0.9055788019618015,4.184670482945521,20401.175091531204,0.700558559958681
176,2036.5512928003445,3346.0522603844292,8.005315023532425e-05,25.983105973154696,-0.9048949135188036,4.18494056109237,20335.311938353814,0.6997804175894577
177,2022.0012091170065,3345.9856846407056,8.013105597609593e-05,25.982442254552133,-0.904236949262432,4.185210623279403,20267.43101786269,0.6990085883875593
178,2007.4887115838937,3347.3704592348076,8.020050885768938e-05,25.981684561565146,-0.9034110887536594,4.18548113171852,20201.46470280324,0.6982428903894665
179,2127.6029901769944,3348.6487595718354,8.016120070613447e-05,25.995243831079385,-0.9173212438964055,4.1835667999191255,20963.636170226462,0.6974831133396795
180,2104.7879111287184,3353.0634722355753,8.045467786147592e-05,25.99460693132685,-0.9167787950412676,4.18403981179466,20884.635639058226,0.6956553103367836
181,2028.815508411266,3354.5481796720996,8.058503656100877e-05,25.98753962941134,-0.9093706263970505,4.185315404902603,20442.407024420827,0.6949158279367402
182,2028.445783758536,3356.9848893703893,8.064029354704245e-05,25.98814361591872,-0.910063936166551,4.1853529007564,20466.24078631884,0.6941822264199266
183,2100.239629502408,3362.194628861267,8.070092100471299e-05,25.996651501081924,-0.9188179276320586,4.184194018132561,20950.217900143853,0.6934543128086879
184,2042.8365808138624,3362.87495069718,8.088763198318624e-05,25.99088754581488,-0.9130835734720711,4.185196301513378,20610.60210444819,0.692731765473109
185,2089.4969266741537,3366.1243499885313,8.0944819733475e-05,25.996385182799926,-0.918777853800739,4.184469368440653,20925.42296646874,0.6920152089591967
186,2056.1173290591687,3387.24964688858,8.106029315897538e-05,25.99528221186904,-0.9177019216722399,4.18476601098735,20856.244714561606,0.6913036174158047
187,2052.6519224718213,3374.2208834867924,8.116756877964842e-05,25.993514552607877,-0.9160579845761052,4.185133060401673,20758.565208423774,0.6905970130297562
188,2017.7966510597616,3395.08384753624,8.126356497868345e-05,25.992111133869095,-0.9147582116283025,4.185449974486211,20678.066591507755,0.6898960477979822
